City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
481,Varzea Da Palma,BR,-17.5981,-44.7308,79.56,41,31,8.16,scattered clouds
482,Riberalta,BO,-10.9833,-66.1,77.2,83,74,6.91,broken clouds
483,Kepno,PL,51.2784,17.9891,63.21,63,50,14.94,scattered clouds
484,Teguldet,RU,57.3064,88.1667,59.04,50,100,5.12,overcast clouds
485,Alexandria,EG,31.2156,29.9553,82.36,54,0,6.91,clear sky
486,Japura,ID,-0.3167,102.35,77.18,88,90,1.07,overcast clouds
487,Shahpur,IN,16.7,76.8333,96.17,22,100,11.07,overcast clouds
488,Huarmey,PE,-10.0681,-78.1522,66.02,80,100,6.89,overcast clouds
489,Knysna,ZA,-34.0363,23.0471,62.29,81,90,4.03,overcast clouds
490,Khani,GE,41.9563,42.9566,69.37,44,1,4.92,clear sky
491,Malanje,AO,-9.5402,16.341,81.77,27,2,2.73,clear sky
492,Jalu,LY,29.0331,21.5482,98.94,8,0,9.51,clear sky
493,Kahului,US,20.8947,-156.47,73.85,71,75,11.5,broken clouds
494,Emden,DE,53.3667,7.2167,64.02,72,90,17.58,overcast clouds
495,Virginia Beach,US,36.8529,-75.978,66.24,92,100,6.91,light intensity drizzle
496,Dombarovskiy,RU,50.7587,59.5386,57.67,54,100,20.92,overcast clouds
497,Djibo,BF,14.1022,-1.6306,100.4,24,56,3.89,broken clouds
498,Guerrero Negro,MX,27.9769,-114.0611,62.06,82,0,8.08,clear sky
499,Thomasville,US,35.8826,-80.082,65.32,92,100,1.01,overcast clouds
500,Port Lincoln,AU,-34.7333,135.8667,56.88,81,2,5.3,clear sky
501,Sendafa,ET,9.15,39.0333,78.15,23,100,18.32,overcast clouds
502,Panzhihua,CN,26.5851,101.7128,75.42,82,100,4.5,moderate rain
503,Lovozero,RU,68.005,35.0117,46.33,77,99,10.42,overcast clouds
504,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.5,82,57,15.97,broken clouds
505,Viedma,AR,-40.8135,-62.9967,44.29,36,0,11.83,clear sky
506,Lufilufi,WS,-13.8745,-171.5986,74.98,81,97,20.13,light rain
507,Narsaq,GL,60.9167,-46.05,50.22,48,87,4.03,overcast clouds
508,Batticaloa,LK,7.7102,81.6924,85.1,69,78,6.08,broken clouds
509,Cururupu,BR,-1.8283,-44.8683,85.62,62,19,5.26,few clouds
510,Necochea,AR,-38.5473,-58.7368,49.26,56,5,5.53,clear sky
511,Sinnamary,GF,5.3833,-52.95,79.99,84,100,8.79,overcast clouds
512,Ermelo,ZA,-26.5333,29.9833,63.95,34,0,6.29,clear sky
513,Pacific Grove,US,36.6177,-121.9166,54.01,95,100,8.99,mist
514,Ewa Beach,US,21.3156,-158.0072,74.08,64,0,6.91,clear sky
515,Tutoia,BR,-2.7619,-42.2744,85.19,61,7,5.64,clear sky
516,Bayji,IQ,34.9311,43.487,92.44,7,0,13.09,clear sky
517,Zemio,CF,5.0314,25.1361,91.13,37,26,5.91,scattered clouds
518,Polessk,RU,54.862,21.1028,60.85,69,6,22.82,clear sky
519,Barroquinha,BR,-3.0189,-41.1361,84.45,65,25,6.89,scattered clouds
520,Abancay,PE,-13.6339,-72.8814,60.4,66,33,0.89,scattered clouds
521,Baton Rouge,US,30.4508,-91.1545,76.05,69,0,3,clear sky
522,Wodonga,AU,-36.1167,146.8833,54.97,100,100,0,overcast clouds
523,Shimoda,JP,34.6667,138.95,67.12,91,100,8.05,overcast clouds
524,Henties Bay,NA,-22.116,14.2845,63.36,73,0,13,clear sky
525,Tecoanapa,MX,16.5167,-98.75,82.54,76,94,1.01,overcast clouds
526,Sao Desiderio,BR,-12.3633,-44.9733,83.93,38,26,9.86,scattered clouds
527,Campbell River,CA,50.0163,-125.2446,52.45,100,75,2.3,broken clouds
528,Tayu,ID,-6.5397,111.0518,76.46,85,100,3.2,overcast clouds
529,Vardo,NO,70.3705,31.1107,39.18,93,100,12.66,mist
530,Maniitsoq,GL,65.4167,-52.9,32.25,99,100,14.16,snow
531,Carrick-On-Suir,IE,52.3492,-7.4131,64.11,81,100,9.62,overcast clouds
532,Mabaruma,GY,8.2,-59.7833,80.47,87,60,5.21,broken clouds
533,Mairana,BO,-18.1167,-63.9333,61.43,84,100,3.13,overcast clouds
534,Yamethin,MM,20.4333,96.15,81.14,71,44,8.63,scattered clouds
535,Paragominas,BR,-2.9667,-47.4833,84.47,59,14,7.63,few clouds
536,Sao Raimundo Nonato,BR,-9.0153,-42.6994,83.55,44,99,12.64,overcast clouds
537,Acari,PE,-15.4311,-74.6158,71.83,56,41,4.94,scattered clouds
538,Palana,RU,59.1167,159.9667,36.34,88,100,3.62,overcast clouds
539,Amarante,BR,-6.2411,-42.8547,82.11,61,77,10.65,broken clouds
540,North Bend,US,43.4065,-124.2243,55.85,97,0,11.5,clear sky
541,Dusti,TJ,37.3481,68.664,91.83,19,28,12.06,scattered clouds
542,Pimentel,PE,-6.8367,-79.9342,64.69,77,0,10.36,clear sky
543,Bend,US,44.0582,-121.3153,56.46,68,0,5.75,clear sky
544,Boshnyakovo,RU,49.6333,142.1667,45.5,95,100,5.39,overcast clouds
545,Havoysund,NO,70.9963,24.6622,62.83,52,19,17.34,few clouds
546,Impfondo,CG,1.6381,18.0667,85.12,61,74,4.25,light rain
547,Abilene,US,32.4487,-99.7331,72.28,45,0,8.05,clear sky
548,Wilmington,US,34.2257,-77.9447,67.91,90,100,0,overcast clouds
549,Cananea,MX,30.95,-110.3,68.45,23,0,1.92,clear sky
550,Pringsewu,ID,-5.3582,104.9744,74.71,93,100,1.92,overcast clouds
551,San Lazaro,BZ,18.0387,-88.6622,80.47,86,99,7.27,overcast clouds
552,Choma,ZM,-16.8065,26.9531,75.7,25,0,7.34,clear sky
553,Olavarria,AR,-36.8927,-60.3225,45.01,76,92,6.71,overcast clouds
554,Weyburn,CA,49.6668,-103.8511,55.62,58,24,5.75,few clouds
555,Buchanan,LR,5.8808,-10.0467,83.53,69,70,7.61,broken clouds
556,Ormara,PK,25.2088,64.6357,83.19,89,4,16.08,clear sky
557,Zelenogorskiy,RU,55.0333,87,62.94,44,0,10.56,clear sky
558,Rawson,AR,-43.3002,-65.1023,42.04,31,0,4.09,clear sky
559,Kissidougou,GN,9.1848,-10.0999,83.48,60,89,6.35,light rain
560,Oriximina,BR,-1.7656,-55.8661,84.63,64,17,6.6,few clouds
561,Nushki,PK,29.5542,66.0215,98.78,6,0,15.17,clear sky
562,Zhigansk,RU,66.7697,123.3711,31.53,72,82,21.09,broken clouds
563,Tefe,BR,-3.3542,-64.7114,84.31,79,0,6.91,clear sky
564,Palmer,US,42.1584,-72.3287,65.89,42,75,10.36,broken clouds
565,Heilbron,ZA,-27.2812,27.9709,65.16,34,0,9.24,clear sky
566,Bonthe,SL,7.5264,-12.505,81.57,77,96,10.49,moderate rain
567,Mastic Beach,US,40.7668,-72.8521,65.12,80,0,7,clear sky
568,Xining,CN,36.6167,101.7667,59.58,58,100,6.22,overcast clouds
569,Medvezhyegorsk,RU,62.9167,34.4667,57.33,43,30,5.55,scattered clouds
570,Botwood,CA,49.1499,-55.3482,54.9,57,70,10.67,broken clouds
571,Evanston,US,42.0411,-87.6901,70.97,85,100,11.5,overcast clouds
572,Manokwari,ID,-0.8667,134.0833,79.47,81,89,7.43,overcast clouds
573,Catalina,US,32.5056,-110.9211,78.96,20,0,0.96,clear sky
574,Vihti,FI,60.417,24.3197,57.29,84,100,4,light rain
575,Sangmelima,CM,2.9333,11.9833,78.51,75,50,3.02,light rain
576,Bagotville,AU,-28.9833,153.4167,57.63,86,52,4.43,broken clouds
577,Robertson,US,36.5167,-86.8667,72.03,94,75,10.36,moderate rain
578,Dwarka,IN,22.2394,68.9678,82.8,85,0,19.35,clear sky
579,Senneterre,CA,48.3835,-77.2328,50.95,96,100,12.71,moderate rain
580,Mayumba,GA,-3.432,10.6554,77.16,78,95,6.08,overcast clouds
581,Pishin,PK,30.5803,66.9961,90.97,6,2,17.94,clear sky
582,Nelson,NZ,-41.2833,173.2833,47.28,81,74,3,broken clouds
583,Talara,PE,-4.5772,-81.2719,68.76,73,0,16.11,clear sky
584,Furth Im Wald,DE,49.3097,12.84,65.68,54,96,11.07,overcast clouds
585,Hamilton,US,39.1834,-84.5333,69.26,92,100,17.27,light rain
586,Umm Kaddadah,SD,13.6017,26.6876,100.47,4,4,5.55,clear sky
587,Languyan,PH,5.2618,120.0807,79.47,82,98,3.22,overcast clouds
588,Inta,RU,66.0317,60.1659,59.76,72,100,28.1,light rain
589,Lasa,IT,46.6166,10.7002,74.7,70,82,1.3,broken clouds
590,Gazojak,TM,41.1875,61.4036,79.59,19,0,15.57,clear sky
591,Ayan,RU,56.45,138.1667,39.79,88,97,5.66,overcast clouds
592,Bonga,ET,7.2833,36.2333,71.96,71,81,4.32,light rain
593,Kayes,ML,14,-11,91.27,40,100,7.92,overcast clouds
594,Adre,TD,13.4667,22.2,99.34,6,22,7.63,few clouds
595,Olot,ES,42.181,2.4901,79.75,38,81,4.41,broken clouds
596,Santa Rosa,PH,14.3122,121.1114,82.02,77,91,3.47,overcast clouds
597,Dhidhdhoo,MV,6.8833,73.1,82.6,73,100,12.64,overcast clouds
598,Bartica,GY,6.4,-58.6167,84.52,76,15,4.23,few clouds
599,Adrar,MR,20.5022,-10.0711,101.8,18,0,15.3,clear sky
600,Abasolo,MX,20.45,-101.5167,70.25,52,100,4.52,overcast clouds
601,Ugep,NG,5.8086,8.0812,83.82,75,97,4.18,moderate rain
602,Sorland,NO,67.667,12.6934,49.86,76,0,12.66,clear sky
603,Trofors,NO,65.5333,13.4063,58.87,59,51,2.17,broken clouds
604,Manono,CD,-7.3,27.4167,90.59,27,12,3.11,few clouds
605,Abadan,IR,30.3392,48.3043,102.15,9,0,18.41,clear sky
606,Port Blair,IN,11.6667,92.75,84.24,79,75,10.36,mist
607,Saint-Francois,FR,46.4154,3.9054,70.68,56,75,12.66,broken clouds
608,Mutata,CO,7.2441,-76.4356,78.8,89,100,1.7,light rain
609,Palmas,BR,-10.2128,-48.3603,84.07,51,0,17.27,clear sky
610,Azare,NG,11.6765,10.1948,103.48,13,2,6.78,clear sky
611,Otradnoye,RU,59.7775,30.8181,53.65,96,100,3.22,light rain
612,Sanmenxia,CN,34.7747,111.1814,73.53,48,97,3.13,overcast clouds
613,Harper,LR,4.375,-7.7169,82.4,69,71,6.73,broken clouds
614,Bulembu,SZ,-25.9667,31.1333,66.87,59,0,5.99,clear sky
615,Tarskoye,RU,42.967,44.7711,64.65,69,82,4.32,broken clouds
616,Inhambane,MZ,-23.865,35.3833,82.38,57,20,4.61,few clouds
617,Atar,MR,20.5169,-13.0499,105.33,14,0,21.94,clear sky
618,Brigantine,US,39.4101,-74.3646,68.2,80,100,8.05,overcast clouds
619,Timra,SE,62.487,17.3257,55.08,71,79,10.36,broken clouds
620,Mendi,PG,-6.1761,143.6513,55.98,97,100,0.36,overcast clouds
621,Sobolevo,RU,54.4299,31.8996,50.27,95,100,21.45,overcast clouds
622,Male,MV,4.1748,73.5089,85.95,79,75,11.5,broken clouds
623,Hambantota,LK,6.1241,81.1185,82.74,83,20,9.22,few clouds
624,Oshkosh,US,44.0247,-88.5426,62.67,95,100,3.44,mist
625,Gisborne,NZ,-38.6533,178.0042,48.52,83,31,7.52,scattered clouds
626,Andenes,NO,69.3143,16.1194,53.58,71,0,2.3,clear sky
627,Seoul,KR,37.5683,126.9778,65.59,54,0,14.97,clear sky
628,Palmas Bellas,PA,9.2319,-80.0867,85.01,79,93,4.14,overcast clouds
629,Miles City,US,46.4083,-105.8406,56.37,67,0,5.75,clear sky
630,Telsiai,LT,55.9814,22.2472,55.27,81,88,19.57,overcast clouds
631,Tautira,PF,-17.7333,-149.15,79.09,73,0,13.2,clear sky
632,Am Timan,TD,11.0297,20.2827,103.3,16,68,4.16,broken clouds
633,Maues,BR,-3.3836,-57.7186,85.71,57,8,5.48,clear sky
634,Vagur,FO,61.4732,-6.8119,45.64,75,100,13.31,light rain
635,Kununurra,AU,-15.7667,128.7333,66.18,77,10,0,clear sky
636,Zheleznodorozhnyy,RU,55.7503,38.0042,66.61,54,100,9.78,overcast clouds
637,Neiafu,TO,-18.65,-173.9833,79.48,89,20,2.3,few clouds
638,Tekeli,KZ,44.83,78.8239,65.93,60,28,5.35,scattered clouds
639,Behshahr,IR,36.6923,53.5526,62.55,78,100,4.07,overcast clouds
640,Paita,PE,-5.0892,-81.1144,67.78,78,36,10.18,scattered clouds
641,Conceicao Do Coite,BR,-11.5639,-39.2828,79.39,57,56,15.1,broken clouds
642,Pithora,IN,21.2667,82.5167,92.88,26,99,1.92,overcast clouds
643,Payson,US,40.0444,-111.7321,68.36,44,40,6.91,scattered clouds
644,General Roca,AR,-39.0333,-67.5833,39.61,61,100,7.09,overcast clouds
645,Felipe Carrillo Puerto,MX,19.5833,-88.05,83.03,76,72,7.05,broken clouds
646,Svetlogorsk,BY,52.6333,29.7333,64.47,58,37,17.85,scattered clouds
647,Borogontsy,RU,62.6683,131.1683,36.54,82,43,2.46,scattered clouds
648,Camacha,PT,33.0833,-16.3333,65.62,64,40,11.5,scattered clouds
649,Mazagao,BR,-0.115,-51.2894,82.45,86,65,3.62,broken clouds
650,San Ramon,US,37.7799,-121.978,58.86,83,75,7,broken clouds
651,Carnot,CF,4.9409,15.8665,91.74,38,96,3.2,overcast clouds
652,Springbok,ZA,-29.6643,17.8865,73.53,18,0,1.81,clear sky
653,Nizhniy Kuranakh,RU,58.8353,125.4869,39.81,84,100,6.89,overcast clouds
654,San Antero,CO,9.3741,-75.7589,81.05,79,100,6.82,overcast clouds
655,Wanning,CN,18.8003,110.3967,80.47,89,88,7.65,overcast clouds
656,Pochutla,MX,15.7432,-96.4661,81.82,69,100,3.09,overcast clouds
657,Letka,RU,59.6011,49.4232,44.24,88,95,9.06,light rain
658,Salym,RU,60.0625,71.4789,72.61,59,13,13.96,light rain
659,Haines Junction,CA,60.7522,-137.5108,35.55,80,99,0,overcast clouds
660,Tiznit,MA,29.5833,-9.5,89.44,21,70,9.31,broken clouds
661,Gat,IL,31.61,34.7642,89.4,32,0,18.12,clear sky
662,Port Lavaca,US,28.615,-96.6261,79.29,83,0,0,clear sky
663,Bontang,ID,0.1333,117.5,78.13,82,100,7.25,overcast clouds
664,Nurobod,UZ,40.9056,69.8023,78.26,49,37,1.19,scattered clouds
665,College,US,64.8569,-147.8028,53.55,68,75,4.61,broken clouds
666,Kyabe,TD,9.4515,18.9449,100.22,23,46,5.79,scattered clouds
667,Lambarene,GA,-0.7001,10.2406,80.62,21,100,1.45,overcast clouds
668,Gisors,FR,49.2818,1.7801,66.69,62,100,11.23,overcast clouds
669,Saint-Andre-Avellin,CA,45.7168,-75.066,58.98,96,100,9.86,overcast clouds
670,Letlhakane,BW,-21.4167,25.5833,84,11,0,4.14,clear sky
671,Khorixas,NA,-20.3667,14.9667,86.68,12,0,6.44,clear sky
672,Havre-Saint-Pierre,CA,50.2334,-63.5986,50.36,46,0,10.36,clear sky
673,Nantucket,US,41.2835,-70.0995,59.09,79,0,11.5,clear sky
674,Freeport,US,40.6576,-73.5832,65.17,70,0,8.05,clear sky
675,Mackay,AU,-21.15,149.2,65.68,82,0,8.99,clear sky
676,Itoman,JP,26.1247,127.6694,70.57,96,75,10.36,light rain
677,Kargasok,RU,59.0556,80.8572,67.86,41,56,6.24,broken clouds
678,Alihe,CN,50.5667,123.7167,56.16,49,2,3.6,clear sky
679,Martin,US,27.0837,-80.4164,84.96,72,11,13.24,few clouds
680,Epe,NG,6.5841,3.9834,84.52,71,68,8.48,light rain
681,Kainantu,PG,-6.2887,145.8655,61.34,97,100,1.34,overcast clouds
682,Uribia,CO,11.7139,-72.266,87.1,59,80,17.92,broken clouds
683,Aranos,NA,-24.1333,19.1167,82.06,11,0,4.43,clear sky
684,Byron Bay,AU,-28.65,153.6167,57.7,85,50,3.51,light rain
685,Garowe,SO,8.4054,48.4845,98.31,22,100,9.06,overcast clouds
686,Vila Velha,BR,-20.3297,-40.2925,75.15,90,75,4.61,broken clouds
687,Ostersund,SE,63.1792,14.6357,60.62,58,20,11.5,few clouds
688,Piet Retief,ZA,-27.0071,30.8132,64.74,55,0,6.44,clear sky
689,Vao,NC,-22.6667,167.4833,73.69,78,100,9.64,overcast clouds
690,Padang,ID,-0.9492,100.3543,78.85,81,100,4.12,overcast clouds
691,Kirakira,SB,-10.4544,161.9205,79.41,83,89,7.34,overcast clouds
692,Nachingwea,TZ,-10.3833,38.7667,80.08,56,75,5.01,broken clouds
693,Marsh Harbour,BS,26.5412,-77.0636,78.87,73,89,16.37,overcast clouds
694,Santa Maria,BR,-29.6842,-53.8069,61.9,100,100,3.44,mist
695,Salinopolis,BR,-0.6136,-47.3561,83.43,68,86,9.46,overcast clouds
696,Belmonte,BR,-15.8631,-38.8828,76.6,76,41,12.53,scattered clouds
697,Alappuzha,IN,9.49,76.3264,80.19,84,96,6.69,overcast clouds
698,Umm Lajj,SA,25.0213,37.2685,83.01,61,0,8.43,clear sky
699,Puro,PH,12.4841,123.3827,83.25,72,99,5.61,overcast clouds
700,Pitangui,BR,-19.6828,-44.8903,74.16,50,1,6.44,clear sky
701,Apache Junction,US,33.4151,-111.5496,80.64,22,0,3,clear sky
702,Ginda,IN,30.6945,78.4932,66.4,60,100,3.8,overcast clouds
703,Ambovombe,MG,-25.1667,46.0833,72.75,78,62,11.59,broken clouds
704,Susanville,US,40.4163,-120.653,53.44,50,0,0,clear sky
705,Ola,RU,59.5833,151.2833,37.15,99,100,7.45,light rain
706,Katherine,AU,-14.4667,132.2667,68.32,52,58,5.75,broken clouds
707,Kasongo-Lunda,CD,-6.4667,16.8167,85.37,51,58,4.03,broken clouds
708,Mareeba,AU,-17,145.4333,65.44,94,11,1.57,few clouds
709,Tuzha,RU,57.6062,47.936,48.61,82,99,10.69,overcast clouds
710,Sinjar,IQ,36.3209,41.8754,85.71,9,0,12.88,clear sky
711,Tabuk,PH,17.4189,121.4443,77.2,90,100,3.49,overcast clouds
712,Shelburne,CA,44.0787,-80.2041,65.23,78,100,18.54,overcast clouds
713,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.69,94,100,3.87,overcast clouds
714,Samarai,PG,-10.6167,150.6667,80.71,74,71,11.34,broken clouds
715,Tirumullaivasal,IN,11.2333,79.8333,84.83,74,43,19.69,scattered clouds
716,Vidim,RU,56.4088,103.1106,43.65,87,46,4.54,scattered clouds
717,Dandong,CN,40.1292,124.3947,53.4,84,93,4.23,overcast clouds
718,Brus Laguna,HN,15.75,-84.4833,80.47,81,100,4.34,overcast clouds
719,Armidale,AU,-30.5167,151.65,43.86,96,5,3.67,clear sky
720,Zharkent,KZ,44.1628,80,72.45,56,93,13.47,overcast clouds
721,Shiyan,CN,32.6475,110.7781,74.41,66,100,3.31,overcast clouds
722,Kuybyshevo,RU,47.8123,38.9073,66.7,56,100,16.24,overcast clouds
